"metro","cbsa","TReturns13","tnew13","eitc13","eitcamt13","tchildret_13","tchildamt_13","taddchildret_13","taddchildamt_13","ttf2441_13","ttedcr_13","ttsld_13","trefund13","TREFAM13","ttbal13","ttsumbal13","ttdirdep_13","ttral_13","ttrac_13","ttself13","ttpaid13","TTtotvol13","TT1040_13","TT1040A_13","TT1040ez_13","ITIN13","ttcef13","yr13ttagi_0","yr13ttagi_5","yr13ttagi_10","yr13ttagi_15","yr13ttagi_20","yr13ttagi_25","yr13ttagi_30","yr13ttagi_35","yr13ttagi_40","yr13ttagi_50","yr13ttagi_60","yr13ttagi_75","yr13ttagi_1x","ERETURN13","ENEW13","EEIC13","EEICAM13","EQC0_13","EQC0AMT_13","EQC1_13","EQC1AMT_13","EQC2_13","EQC2AMT_13","EQC3_13","EQC3AMT_13","ECTC13","ECTCAM13","EACTC13","EACTCAM13","ECDCTC13","EEDCR13","ESLD13","EREF13","EREFAM13","EBAL13","EBALAM13","EDIRDP13","ERAL13","ERAC13","ESELF13","EPAID13","EVOL13","E1040_13","E1040A_13","E1040Z_13","ECEF13","EAGI0_13","EAGI5_13","EAGI10_13","EAGI15_13","EAGI20_13","EAGI25_13","EAGI30_13","EAGI35_13","EAGI40_13","EAGI50_13"
"Springfield, MO","=""44180""","183,069","5,555","38,991","90,453,024","29,277","36,942,944","25,698","34,176,345","8,485","13,293","17,396","143,329","359,890,616","28,786","107,430,447","117,875",35,"27,956","79,061","98,245","5,691","116,822","40,756","25,324",321,"48,146","17,156","16,958","17,474","16,156","14,130","12,034","10,436","8,683","14,286","11,500","13,458","14,003","16,468","38,991",285,"38,991","90,453,024","9,725","2,687,910","13,324","30,011,287","9,869","34,301,132","5,895","23,115,949","9,885","7,284,017","23,324","31,217,648","2,197","1,797","2,617","37,525","154,287,404","1,377","1,208,404","33,234",33,"14,684","18,296","19,671",887,"19,737","15,914","3,221","9,478","3,901","6,259","7,685","5,098","4,008","3,493","3,064","2,342","2,387",15
"Springfield, OH","=""44220""","60,896","1,960","13,171","32,093,764","9,512","11,685,474","9,016","11,995,570","1,634","3,496","4,336","51,342","131,405,851","7,502","24,424,972","41,318",293,"12,290","32,676","26,197","2,011","36,814","15,151","8,901",569,"10,822","5,129","5,230","5,769","5,384","4,770","4,214","3,600","2,994","5,193","3,909","4,631","5,046","4,866","13,171",182,"13,171","32,093,764","2,981","803,649","4,776","10,926,632","3,458","12,629,792","1,877","7,542,909","3,271","2,386,693","7,997","10,153,635",444,490,621,"12,929","56,124,337",209,"205,348","11,599",241,"6,105","7,429","5,439",276,"6,120","5,843","1,179","1,967","1,403","2,180","2,764","1,952","1,395","1,127",936,656,567,0
"St. Cloud, MN","=""41060""","85,678","3,009","13,050","26,974,005","14,997","21,251,587","8,767","11,971,310","5,989","7,345","10,707","66,777","151,996,977","14,468","56,729,986","51,966",0,"7,271","32,074","50,272","3,295","60,186","14,245","11,059",595,"22,025","7,930","7,438","6,549","5,805","5,476","4,972","4,843","4,112","6,612","5,539","7,190","8,704","10,139","13,050",274,"13,050","26,974,005","3,744","1,007,923","4,372","9,485,528","3,038","9,899,461","1,747","6,305,521","3,443","2,609,235","7,171","9,412,848","1,097",701,"1,348","12,417","47,406,373",595,"565,636","10,394",0,"2,947","5,002","7,063",888,"7,717","4,362",869,"3,116","1,719","2,213","2,342","1,334","1,294","1,179","1,060",729,780,0
"St. George, UT","=""41100""","51,969","2,090","10,795","27,950,589","10,000","14,442,727","10,147","16,955,533",932,"4,016","3,306","38,970","104,688,872","9,786","41,102,010","31,794",12,"6,383","22,007","27,024","2,895","37,874","8,418","5,630","1,588","15,690","4,464","4,290","4,637","4,290","3,790","3,290","2,767","2,530","4,171","3,521","4,174","4,514","5,317","10,795",138,"10,795","27,950,589","2,031","565,665","3,030","6,813,311","2,780","9,855,761","2,825","10,392,916","3,184","2,399,872","7,427","11,884,314",271,550,681,"10,439","45,673,236",294,"322,092","9,320",11,"3,098","5,266","4,918",538,"6,601","3,527",566,"3,083",773,"1,426","1,821","1,372","1,163","1,064",934,751,979,61
"St. Joseph, MO-KS","=""41140""","51,912","1,488","11,182","25,792,351","9,037","11,516,551","7,412","9,346,567","2,046","2,884","4,095","42,234","110,071,666","7,286","29,592,874","34,422",0,"9,209","22,229","27,760","1,794","31,940","12,402","7,565",247,"11,744","4,657","4,683","4,718","4,179","3,485","3,263","3,155","2,725","4,218","3,276","4,051","4,507","4,657","11,182",175,"11,182","25,792,351","2,427","650,839","4,066","8,994,002","2,878","9,726,749","1,447","5,733,564","3,151","2,398,879","6,728","8,418,715",447,313,508,"10,912","46,767,460",188,"224,670","9,598",0,"4,676","5,615","5,124",359,"4,914","5,243",851,"1,643","1,114","1,739","2,144","1,353",988,935,921,629,428,0
"St. Louis, MO-IL","=""41180""","1,255,273","36,808","224,787","541,887,658","192,779","242,651,255","149,584","188,436,529","59,408","94,072","120,938","995,906","2,638,092,043","197,706","895,523,310","781,558",100,"185,094","604,645","616,553","33,617","848,736","244,300","160,607","7,013","274,815","108,344","103,434","105,066","91,425","80,394","70,956","62,787","54,921","92,048","76,159","93,286","117,823","196,555","224,787","3,288","224,787","541,887,658","51,065","13,861,327","86,275","198,253,866","58,764","215,499,393","27,442","111,873,804","55,555","39,849,205","134,275","166,789,470","12,543","12,438","12,542","218,031","904,572,674","6,307","5,827,972","190,853",68,"93,233","115,726","102,125","6,180","113,422","93,609","17,101","47,032","20,463","38,954","49,586","30,532","24,142","20,638","16,929","11,469","8,782",22
"State College, PA","=""44300""","56,854","1,940","6,287","10,930,819","7,489","10,065,383","3,337","4,255,112","2,368","3,883","6,982","44,577","98,890,070","8,866","35,878,553","34,370",0,"4,855","29,797","25,327","1,645","36,482","10,678","8,417",160,"13,406","6,081","4,331","3,884","3,792","3,756","3,263","2,716","2,503","3,972","3,407","4,316","5,453","9,002","6,287",41,"6,287","10,930,819","2,261","602,032","1,979","4,060,741","1,166","3,629,723",554,"1,977,634","1,524","1,204,845","2,795","3,591,796",296,273,614,"5,946","21,289,609",279,"270,665","5,056",0,"1,544","3,319","2,523",307,"3,227","2,234",699,"1,313",800,"1,056","1,209",508,434,476,419,360,332,0
"Staunton-Waynesboro, VA","=""44420""","53,133","1,443","9,760","20,639,878","8,743","10,794,875","6,297","7,907,070","1,943","2,864","3,530","42,726","102,723,433","8,097","25,248,308","37,118",81,"8,197","26,663","24,888","1,528","34,819","10,829","7,454",343,"11,275","4,095","4,194","4,387","4,100","3,670","3,396","3,154","2,875","4,699","3,558","4,479","5,071","5,190","9,760",59,"9,760","20,639,878","2,642","730,856","3,639","7,993,143","2,315","7,857,202","1,022","3,830,429","2,783","2,069,810","5,460","6,698,268",415,231,289,"9,423","37,607,417",273,"294,075","8,488",59,"3,721","5,193","4,224",239,"4,992","3,776",929,"1,608","1,071","1,588","1,925","1,143",937,875,827,585,469,0
"Stockton-Lodi, CA","=""44700""","262,386","11,668","65,062","162,569,989","57,649","69,535,509","57,833","83,457,581","8,975","17,642","14,573","209,851","592,867,628","43,102","171,489,214","156,304",0,"40,366","98,769","157,308","6,294","159,513","70,003","32,774","19,702","54,404","18,168","22,579","24,894","22,785","20,070","17,255","14,862","12,729","20,620","16,227","18,632","21,456","32,027","65,062","2,128","65,062","162,569,989","12,200","3,476,515","23,937","54,655,145","18,263","64,283,053","10,594","40,048,676","19,060","13,842,679","41,727","53,850,882","2,160","2,703","2,284","62,626","261,178,496","2,389","2,730,764","50,139",0,"20,526","26,038","37,119","1,804","30,531","29,857","4,630","12,715","5,112","10,515","12,621","9,025","7,228","6,411","5,723","4,311","3,663",91
"Sumter, SC","=""44940""","43,742","1,486","14,891","40,264,454","7,574","7,970,517","10,710","14,318,964","2,205","3,420","2,719","36,841","104,949,461","5,716","18,586,916","31,240",48,"13,227","18,274","23,505","1,949","26,942","11,613","5,168",747,"8,395","3,392","4,391","5,208","4,803","4,389","3,364","2,543","2,129","3,130","2,335","2,536","2,671","2,793","14,891",222,"14,891","40,264,454","2,563","699,790","6,283","15,267,848","4,460","17,522,795","1,577","6,756,153","3,407","2,260,669","9,572","11,949,855",897,911,538,"14,617","63,485,536",250,"206,162","13,542",44,"8,493","6,047","8,399",431,"8,175","5,888",805,"2,980","1,047","2,463","3,426","2,391","1,879","1,374","1,029",749,456,0
"Syracuse, NY","=""45060""","291,508","9,404","52,269","116,873,831","43,144","53,477,642","31,848","38,930,557","10,591","20,170","35,919","236,668","591,430,011","42,589","165,717,341","185,320",0,"39,685","122,441","155,658","13,240","200,909","53,789","35,749",240,"55,771","26,031","24,609","23,721","21,267","19,521","17,374","15,537","13,351","21,864","18,457","22,407","26,370","39,730","52,269","1,042","52,269","116,873,831","13,200","3,620,300","19,253","42,341,240","12,892","44,302,845","6,518","25,728,897","13,265","9,616,322","29,630","36,240,045","2,639","2,135","3,876","50,594","202,819,754","1,435","1,465,925","43,638",0,"20,210","22,963","25,869","3,090","27,846","19,777","4,304","9,374","5,552","9,557","10,556","6,326","5,452","4,719","4,033","2,834","2,055",0
"Tallahassee, FL","=""45220""","146,674","4,799","35,573","87,954,174","20,539","22,913,958","22,663","28,859,690","8,530","12,626","12,119","120,330","311,024,420","21,309","78,352,578","101,256",30,"28,592","83,997","59,049","3,557","82,866","39,502","23,715","1,186","32,159","11,850","14,075","14,927","13,434","11,564","10,011","8,597","7,197","10,439","7,655","9,263","11,100","16,280","35,573",533,"35,573","87,954,174","8,274","2,324,215","14,315","33,970,155","9,107","35,298,108","3,667","15,993,793","7,861","5,261,353","20,928","26,297,899","2,867","2,277","1,801","34,717","149,658,258",771,"706,494","31,546",17,"16,127","18,137","16,660",672,"16,218","16,078","3,166","7,632","2,933","6,373","8,009","5,214","3,972","3,355","2,700","1,571",889,0
"Tampa-St. Petersburg-Clearwater, FL","=""45300""","1,219,101","37,025","272,560","647,782,558","167,445","189,318,261","177,599","230,841,200","58,470","81,728","88,565","973,109","2,601,697,118","184,411","796,314,427","817,753",685,"178,666","647,764","536,219","34,882","753,747","289,009","174,903","17,374","283,864","98,197","107,793","119,134","108,355","93,858","81,573","70,611","60,972","96,025","72,016","81,383","91,738","136,391","272,560","5,468","272,560","647,782,558","71,560","20,279,741","102,514","242,497,918","68,715","262,899,890","28,275","119,633,178","60,650","42,443,571","156,194","197,523,003","19,160","12,704","12,362","261,757","1,078,470,267","10,499","8,204,535","234,414",384,"95,519","142,436","124,094","5,602","146,785","101,850","23,511","76,413","25,341","50,235","61,447","38,377","28,339","24,155","19,698","13,389","9,131",11
"Terre Haute, IN","=""45460""","71,532","1,999","15,656","35,568,558","11,361","14,334,373","9,683","11,844,684","2,366","3,964","5,399","59,801","155,475,833","7,869","35,575,965","49,557",0,"12,579","24,995","46,071",386,"46,133","15,440","9,839",140,"14,747","7,189","7,467","7,061","5,797","4,768","4,270","3,846","3,189","5,281","4,403","5,206","5,940","6,101","15,656",116,"15,656","35,568,558","3,827","1,046,467","5,450","12,158,783","3,880","13,400,548","2,053","8,100,663","3,738","2,784,328","8,885","10,845,860",595,486,720,"15,336","63,767,093",239,"271,860","13,702",0,"6,916","5,652","9,811",27,"8,249","5,695","1,462","2,380","1,658","2,827","3,239","1,800","1,479","1,199","1,049",793,706,0
"Texarkana, TX-AR","=""45500""","57,630","1,868","16,805","43,509,956","10,403","11,875,099","11,611","14,182,946","2,105","2,862","2,235","48,443","139,144,590","7,315","27,950,226","40,614",143,"14,698","28,276","28,585",735,"31,653","16,958","9,009",441,"11,805","4,666","5,452","6,048","5,541","4,657","3,743","3,298","3,023","4,471","3,354","4,001","4,449","4,720","16,805",242,"16,805","43,509,956","3,011","844,249","6,605","15,415,806","5,120","19,042,081","1,971","8,069,045","4,434","3,193,266","10,767","13,022,559",673,453,331,"16,464","72,273,047",288,"293,741","15,016",135,"8,589","7,933","8,735",113,"7,359","8,128","1,266","2,879","1,439","2,871","3,582","2,542","1,868","1,397","1,194",914,643,0
"The Villages, FL","=""45540""","46,125",574,"5,286","12,505,473","2,586","2,897,689","3,349","4,639,056",721,832,"1,033","30,164","76,033,900","11,177","47,114,219","24,289",0,"3,688","18,386","21,998","5,727","35,575","7,464","3,076",293,"11,611","2,859","2,939","3,558","3,399","2,893","2,404","2,288","1,979","3,423","3,052","4,177","5,527","7,618","5,286",48,"5,286","12,505,473","1,254","354,852","1,842","4,436,221","1,264","4,968,176",611,"2,645,686","1,095","757,655","2,951","3,892,207",263,95,122,"5,075","21,100,551",186,"143,225","4,465",0,"2,057","2,727","2,385",154,"2,551","2,169",556,"1,297",514,961,"1,278",848,492,372,318,224,166,0
"Toledo, OH","=""45780""","265,661","8,911","52,997","126,748,178","40,958","52,326,510","34,364","42,869,679","8,137","19,105","24,070","218,587","551,875,296","37,163","132,997,556","175,774",332,"44,418","132,906","127,204","5,416","173,301","55,926","35,962",604,"51,333","22,763","23,957","24,695","21,418","18,371","16,069","14,788","13,127","21,751","17,399","19,723","22,592","28,318","52,997",905,"52,997","126,748,178","12,498","3,383,052","19,461","44,758,746","13,780","50,312,049","6,981","27,743,764","12,546","9,327,629","31,561","39,169,375","2,101","2,728","3,018","51,839","215,974,106","1,006","897,553","46,367",230,"22,368","29,718","21,709","1,374","26,168","22,544","4,099","8,754","5,552","9,613","11,910","7,129","5,110","4,432","3,768","2,602","2,125",0
"Topeka, KS","=""45820""","102,091","2,859","18,351","41,438,190","17,759","23,216,618","12,929","17,247,335","4,884","7,407","9,790","80,166","193,745,217","16,293","55,677,574","64,044",0,"13,181","43,895","50,477","7,634","71,003","19,609","11,399","1,226","23,314","8,978","8,460","8,155","7,562","6,878","6,291","5,719","4,928","8,488","6,799","8,123","9,858","11,458","18,351",214,"18,351","41,438,190","4,239","1,129,495","6,474","13,907,574","4,548","15,283,014","2,803","10,466,845","5,323","4,033,993","10,953","14,164,585","1,001",707,"1,062","17,891","72,360,898",273,"374,746","15,157",0,"6,641","8,636","7,742","1,775","10,098","7,076",991,"2,835","1,957","2,871","3,230","2,180","1,862","1,726","1,456","1,003",922,0
"Trenton, NJ","=""45940""","157,721","6,448","23,873","54,810,486","22,207","24,268,532","18,277","22,215,290","9,610","11,608","11,016","122,683","359,594,353","27,853","152,996,897","88,177",22,"21,935","64,461","89,193","4,029","112,725","25,627","18,257","5,630","31,799","12,919","11,310","10,990","10,357","8,973","8,086","7,303","6,554","11,310","9,538","11,117","13,774","34,989","23,873","1,159","23,873","54,810,486","5,195","1,475,787","9,644","21,585,323","6,419","22,561,033","2,366","8,897,939","6,557","4,486,423","14,323","16,924,119","2,024","1,449",936,"22,982","98,691,019",879,"856,492","18,589",0,"9,564","8,897","14,133",742,"12,962","9,048","1,784","4,272","2,076","3,991","4,615","3,507","2,655","2,356","2,043","1,461",856,0
"Tucson, AZ","=""46060""","389,469","13,521","88,933","225,472,563","59,617","70,553,415","64,227","88,985,551","15,342","26,535","30,290","296,908","765,869,664","70,811","232,738,236","247,739",12,"64,905","197,394","174,337","17,684","256,841","84,905","46,948","7,686","86,841","27,351","31,942","37,358","36,370","31,935","26,733","22,391","18,511","28,708","22,692","27,061","31,802","46,252","88,933","2,475","88,933","225,472,563","19,362","5,364,197","31,650","73,234,373","24,217","90,631,637","13,356","55,635,110","23,183","16,436,146","55,660","74,341,168","4,791","3,711","4,663","86,123","357,591,972","2,665","2,182,450","77,103",0,"34,944","45,519","39,136","4,136","45,912","36,508","6,322","18,291","7,193","13,967","18,613","13,172","10,427","8,852","7,176","4,912","3,803",38
"Tulsa, OK","=""46140""","378,256","13,247","80,557","194,138,258","70,424","87,192,392","62,032","87,733,642","15,259","25,583","32,224","303,338","818,774,868","59,648","277,801,666","268,706",0,"79,500","179,840","186,423","11,816","244,163","82,666","51,111","10,290","93,111","29,485","30,682","31,615","29,116","27,055","25,241","22,222","19,183","30,768","23,872","27,142","32,367","48,480","80,557","1,328","80,557","194,138,258","16,660","4,635,847","29,010","64,218,352","21,745","75,804,283","12,581","48,390,435","23,527","17,946,036","50,400","65,820,227","3,953","3,382","4,340","78,240","328,655,025","2,136","2,015,961","71,835",0,"38,576","38,572","38,774","2,915","41,882","32,773","5,639","16,986","7,350","12,733","15,297","10,059","8,663","8,284","6,941","5,205","4,620",24
"Tuscaloosa, AL","=""46220""","86,773","2,999","23,788","65,694,095","14,975","17,182,932","16,853","21,921,352","4,941","7,176","5,531","72,112","209,248,845","11,486","46,997,934","61,192",33,"24,403","38,836","46,268","1,598","56,718","19,827","9,939","1,235","18,532","6,053","8,080","9,690","8,328","6,898","5,798","4,721","4,119","6,319","4,821","5,746","6,808","9,039","23,788",375,"23,788","65,694,095","3,736","1,043,187","9,996","24,313,179","7,627","30,256,261","2,301","9,800,685","5,325","3,621,895","14,927","18,345,658","1,442","1,587",693,"23,426","106,142,850",281,"295,838","21,766",25,"13,796","10,553","12,681",453,"13,214","9,258","1,211","4,742","1,312","3,801","5,725","3,941","2,817","2,280","1,696","1,139",703,0
"Tyler, TX","=""46340""","85,427","3,204","20,435","52,159,013","14,838","17,613,560","15,581","21,229,369","3,676","5,934","5,513","69,469","200,276,601","12,303","53,799,940","56,754",87,"17,778","40,166","43,996","1,249","48,931","23,109","13,360","3,125","22,450","6,828","7,542","8,409","7,799","6,698","5,639","4,843","4,245","6,298","5,019","5,707","6,604","9,785","20,435",319,"20,435","52,159,013","4,183","1,181,372","7,411","17,150,010","5,894","21,934,150","2,877","11,813,259","5,392","3,907,055","12,766","16,682,950","1,085",875,753,"19,884","88,223,012",524,"540,944","17,730",46,"9,131","8,722","11,464",182,"9,051","9,684","1,685","4,629","1,726","3,123","4,229","3,003","2,415","1,992","1,636","1,185",935,0
"Urban Honolulu, HI","=""46520""","433,092","14,404","73,009","159,358,840","68,022","85,481,616","48,952","66,234,674","19,852","31,177","29,818","336,339","873,854,325","73,927","246,865,491","248,227",285,"59,341","200,828","219,224","12,949","272,011","98,260","61,366","1,447","94,762","34,895","30,310","29,489","29,287","30,944","28,412","25,278","22,717","38,011","28,845","33,561","40,362","60,162","73,009","2,128","73,009","159,358,840","18,618","5,255,331","25,263","53,657,285","17,853","60,054,926","10,886","39,590,610","21,492","16,282,066","42,644","57,904,885","3,820","4,033","3,910","70,032","300,796,137","2,928","2,359,482","57,881",267,"24,871","33,052","36,992","2,761","34,712","31,816","6,259","12,572","7,620","11,564","12,551","7,765","7,426","8,003","7,158","5,442","4,628",133
